true_label,predicted_label,reconstruction_error,phase1_anomaly
r2l,normal,0.12384954198677757,0
normal,normal,0.0026232602423863233,0
r2l,normal,3.450298132043553,0
normal,normal,0.0016588339182196665,0
normal,normal,0.0012629597966589037,0
normal,normal,0.0011130530681997064,0
dos,dos,3.4866651631685173,0
normal,normal,0.004485526573378553,0
dos,dos,3.248074087634779,0
normal,normal,0.011835852310118024,0
normal,probe,0.5793277249729099,0
normal,normal,0.0017937034853885744,0
normal,normal,0.11434577491867692,0
normal,normal,0.002105943689459068,0
r2l,normal,3.1541018744029423,0
dos,dos,0.9901802470157479,0
normal,normal,0.009737737454475445,0
normal,normal,0.002093282878550213,0
dos,dos,0.001958616964039662,0
normal,normal,0.001052424781567646,0
r2l,normal,3.1541040460005028,0
normal,normal,0.011424181959348597,0
normal,normal,2.230945948432609,0
normal,normal,0.0029918377690103426,0
dos,probe,2.7184062216154548,0
dos,dos,2.3466169987694108,0
normal,normal,0.0018957234567908178,0
probe,probe,0.5147301735690636,0
r2l,normal,0.12385792634922525,0
r2l,probe,0.11441905066326945,0
normal,normal,0.0016327091972699974,0
normal,normal,0.0026086938558452463,0
r2l,normal,0.3106326765235882,0
normal,normal,0.0028419612701524543,0
normal,normal,0.003460877414468567,0
normal,probe,4.917404493712021,0
dos,normal,0.505460888615081,0
normal,normal,0.002083516449727918,0
r2l,normal,3.154104557806835,0
normal,normal,0.2956978910822244,0
dos,dos,2.4364343830364033,0
normal,normal,0.0025879607692718795,0
normal,normal,0.002227701730315918,0
normal,normal,0.0011743034877770293,0
normal,normal,0.012524017535152318,0
normal,probe,4.917404493712021,0
normal,normal,0.0028701896405729957,0
normal,normal,0.016367442802216928,0
normal,normal,0.0024409103859622245,0
normal,normal,0.022287217335227233,0
dos,dos,3.3606341694255644,0
normal,normal,0.0010458436772541227,0
normal,normal,0.0028771190098363874,0
normal,normal,0.2513808170526693,0
normal,normal,0.002086758818995171,0
r2l,normal,0.12385805609778124,0
r2l,normal,0.12243158823071061,0
probe,probe,3.3563544545935695,0
dos,dos,2.9260387948947764,0
dos,dos,1.490659072934361,0
r2l,normal,3.1541047980319026,0
probe,normal,1.4702489168115769,0
probe,probe,3.7420091602611,0
dos,dos,2.743121561954439,0
dos,dos,0.5099922461578319,0
normal,normal,0.0027745383323510473,0
dos,dos,0.10846838969267773,0
dos,dos,3.1040113877601563,0
normal,normal,0.0010513238531679621,0
normal,normal,0.007241057934676852,0
probe,probe,2.723091762348861,0
r2l,normal,0.12386669373171759,0
normal,normal,0.0013470910516192624,0
r2l,normal,0.1695121874075547,0
dos,normal,0.5656596387522198,0
normal,normal,0.001710023384231184,0
normal,normal,0.0017020401229004634,0
probe,probe,3.3109476871914776,0
normal,normal,0.0018685979063537007,0
normal,normal,0.060427191068757415,0
probe,ZERO-DAY,464.6091295392353,1
normal,normal,0.011832997523263472,0
probe,probe,3.4297061531870985,0
normal,normal,0.011586145290013556,0
probe,probe,0.22035870165652058,0
normal,normal,0.01619289316567735,0
dos,dos,1.5551041014553586,0
dos,dos,1.272374237061635,0
normal,normal,0.01706864361896158,0
probe,ZERO-DAY,709.8139177409116,1
dos,dos,2.556419777237561,0
normal,normal,0.0019029918674462977,0
dos,dos,2.236512694608386,0
normal,normal,0.09876899506230759,0
normal,normal,0.0016890979331642497,0
normal,normal,0.016889940246402824,0
dos,dos,2.5571726504039627,0
normal,normal,0.0026446601411151236,0
probe,probe,3.5731095441745384,0
normal,normal,0.0019213253450178602,0
dos,normal,4.417862905394362,0
dos,dos,2.637734530907304,0
r2l,normal,3.1541050751949764,0
dos,dos,2.6952662792659474,0
normal,normal,0.016569329347760873,0
dos,normal,0.009621468370015443,0
normal,normal,0.002133406900036131,0
normal,normal,0.024578686023110485,0
probe,probe,3.182790556064518,0
normal,normal,0.002855180346535846,0
dos,dos,3.1268076566409935,0
normal,normal,0.002744178097375623,0
normal,normal,0.002272028301368865,0
dos,dos,2.473983346956512,0
normal,normal,0.0028298834970243558,0
dos,dos,0.0601500816921214,0
r2l,normal,3.1541038985118335,0
r2l,normal,0.11427056891657916,0
normal,normal,0.005909334246692061,0
dos,normal,4.492463665997629,0
dos,dos,2.8993319492566663,0
normal,normal,0.002742941913000242,0
dos,dos,2.770954707359802,0
normal,normal,0.002450451280070576,0
normal,normal,0.024575365735306123,0
normal,normal,0.060548611566827844,0
normal,normal,0.008252952446089661,0
probe,probe,3.7570109447659994,0
normal,normal,0.004702301643291054,0
normal,normal,0.0018547116367479209,0
dos,dos,3.0308187046633175,0
normal,normal,0.0028091464522154927,0
normal,normal,0.012451839780322584,0
r2l,normal,0.1142693294033475,0
dos,dos,1.5173898762537643,0
normal,normal,0.0019154879859617233,0
normal,normal,0.0031598938604603666,0
normal,normal,2.2239798799488906,0
dos,normal,4.404311073539433,0
dos,dos,2.427276676375029,0
normal,normal,0.011836611602018973,0
normal,normal,0.002360601567719049,0
normal,normal,0.0015081985114686893,0
r2l,normal,0.3108365101359531,0
r2l,normal,3.154105070664331,0
dos,dos,1.5120839750874502,0
normal,normal,0.002294740398739542,0
normal,normal,0.0011589260939440724,0
dos,normal,0.3184229967782173,0
normal,normal,0.002399213936228647,0
dos,dos,2.38967252009857,0
normal,normal,0.0026675325161073394,0
dos,dos,1.3981996160623866,0
normal,normal,0.024583039395662545,0
normal,normal,0.0012426562367314627,0
normal,probe,0.3716141312778853,0
normal,normal,0.009725938155717033,0
r2l,normal,3.154104561153782,0
probe,probe,3.025881100034813,0
normal,normal,0.009737389396030638,0
probe,normal,0.27817746080124317,0
normal,normal,0.09876899307143167,0
probe,probe,1.6674486195994593,0
probe,probe,3.2178412969954526,0
r2l,normal,3.154105070664331,0
normal,normal,0.001319987269885127,0
r2l,probe,0.11434150087631145,0
dos,normal,0.5194427477224947,0
normal,normal,0.001248819025146354,0
normal,normal,0.0021399231890100166,0
dos,dos,2.7092543719610034,0
dos,dos,1.4013678717940374,0
normal,normal,0.0010395145416204888,0
dos,dos,0.9821842087790672,0
dos,normal,4.4001317200155725,0
dos,normal,4.448090926391685,0
dos,normal,0.009621468370015443,0
normal,probe,0.009734631779656397,0
normal,normal,0.001862261121605397,0
dos,dos,3.058993553184775,0
r2l,normal,0.3108364940806273,0
dos,normal,0.009621468370015443,0
dos,dos,3.6993428154217454,0
normal,normal,0.0054221022653012626,0
normal,normal,0.016607176111373852,0
normal,normal,0.0013587403832891075,0
normal,normal,0.0025060119604227945,0
dos,dos,2.638050104353904,0
dos,dos,3.4557462407214055,0
dos,dos,1.3245032945809914,0
dos,normal,0.47650053249423724,0
normal,normal,0.0013568527137919149,0
normal,normal,0.003044315199281286,0
r2l,normal,0.31083652775753934,0
normal,normal,0.001003124986621142,0
probe,probe,3.4511977662783337,0
dos,normal,5.433532141854729,0
normal,normal,0.005742262905252596,0
r2l,normal,3.154104802035023,0
probe,normal,0.652854097552562,0
normal,normal,0.08048336388222754,0
normal,normal,0.003330524527028688,0
normal,normal,0.0021503896644552156,0
dos,normal,4.428992384627666,0
dos,dos,3.0033999280695163,0
dos,normal,0.009621468370015443,0
normal,normal,0.024577434154015726,0
dos,dos,1.6338468155443866,0
probe,probe,3.436798152586226,0
normal,normal,0.12263602972665638,0
probe,normal,0.6805452546542852,0
dos,dos,1.5447500795510587,0
probe,probe,3.0705070739093028,0
r2l,normal,0.31046517401704743,0
r2l,normal,3.154105070664331,0
normal,normal,0.0023637245147697084,0
normal,probe,0.49808915409539883,0
probe,probe,3.2819958081233587,0
normal,normal,0.012511777272267035,0
dos,normal,4.4015191234905275,0
dos,dos,0.7610676994116425,0
normal,normal,0.01077158834414576,0
normal,normal,0.0026514570016025426,0
normal,normal,0.016606469939906107,0
dos,dos,3.639900221086897,0
dos,ZERO-DAY,354.10329793124697,1
dos,dos,2.3312033900951707,0
u2r,normal,0.011882703778083913,0
normal,normal,0.009737826338124287,0
probe,probe,2.951087543877416,0
dos,dos,1.7773089395849968,0
normal,normal,0.001617499058701467,0
r2l,normal,0.014066303694776015,0
dos,dos,2.272773098273031,0
dos,dos,0.0028595448957033005,0
normal,normal,0.001173851501320361,0
dos,dos,2.7896830885430894,0
dos,dos,3.053084266660912,0
r2l,normal,3.154105070664331,0
dos,dos,2.442630518049036,0
normal,normal,0.004235297869043748,0
r2l,normal,3.154104561153782,0
normal,normal,0.0017574336275954295,0
normal,normal,0.288855594221683,0
normal,normal,0.0019567862750790384,0
dos,normal,4.388172671789081,0
normal,probe,0.6019394328454185,0
normal,normal,0.0017022890935110395,0
normal,normal,0.00442998506580855,0
normal,normal,0.0013821953131912812,0
dos,dos,3.4650939194926322,0
probe,ZERO-DAY,463.99312653433753,1
probe,probe,0.22035842886521181,0
normal,normal,0.0013546207237360988,0
probe,dos,1.7877840173892674,0
normal,normal,0.0023357602583407985,0
r2l,probe,0.1144176379624413,0
normal,normal,0.001053994072457839,0
normal,normal,0.0010914683963618654,0
normal,normal,1.6465135101900497,0
dos,dos,4.470949568867128,0
normal,normal,0.002549162369967324,0
normal,normal,0.0220830204501388,0
r2l,normal,0.3108365101359531,0
normal,normal,0.004026407874448864,0
normal,normal,0.009567763276278701,0
normal,normal,0.0023381480389494946,0
normal,normal,0.12240944760379228,0
probe,probe,5.883742480117363,0
dos,dos,1.4684535154301857,0
dos,dos,1.0324076817744623,0
normal,normal,0.003890115469875296,0
dos,dos,2.137495750755936,0
dos,dos,1.4830088583667072,0
dos,dos,4.0019673463080325,0
u2r,normal,0.30831248372587844,0
dos,normal,4.4164037645072005,0
normal,normal,0.0023664903783204767,0
r2l,normal,3.154105727681406,0
normal,normal,0.005582399940936844,0
normal,normal,0.11429530648995427,0
normal,normal,0.0024080494338228307,0
probe,probe,2.723091762348861,0
normal,normal,0.0022642700433011284,0
r2l,normal,0.011963805019981026,0
normal,normal,0.002300325854612966,0
dos,dos,3.0319435912705948,0
normal,normal,0.0010952891718056257,0
dos,dos,0.14456735350888097,0
normal,normal,0.0025866880054577616,0
dos,dos,1.1956836900039927,0
normal,normal,0.0011001020212671774,0
dos,dos,2.4453637290532213,0
dos,probe,2.4196897431062383,0
normal,normal,0.0026630975907131513,0
dos,dos,2.3166866771109036,0
dos,dos,0.9732448625177869,0
normal,normal,0.001334917597703867,0
dos,dos,3.648157132539192,0
dos,dos,2.9556141393843975,0
probe,probe,0.4972130046977094,0
normal,normal,0.002756864389470087,0
normal,normal,2.2309455515571934,0
normal,probe,0.6751211691420994,0
probe,dos,9.67071790591446,0
probe,probe,4.097320958289543,0
dos,dos,0.5517363404424626,0
dos,dos,2.8273946468101663,0
normal,normal,0.0015023475846194668,0
dos,dos,3.1404132315732247,0
normal,normal,0.0023699802169630468,0
normal,normal,1.8917302974683494,0
normal,normal,0.0034163665301866573,0
dos,dos,3.241003957451408,0
r2l,normal,3.154104561153782,0
dos,dos,1.8403266665699698,0
normal,normal,0.002367150125509683,0
normal,normal,0.011703992563137424,0
normal,normal,0.017516664562244037,0
dos,dos,2.278959770528614,0
dos,dos,2.388019840182516,0
normal,normal,0.011843280870793354,0
normal,normal,0.0023149419153038566,0
normal,normal,0.003853560123905185,0
r2l,normal,0.31083649939284264,0
u2r,normal,0.6468511281601298,0
normal,normal,0.009740223165963043,0
dos,dos,1.4423294074104165,0
probe,probe,0.5633281549956319,0
normal,normal,0.011944323871924215,0
r2l,normal,0.11427056891657916,0
normal,normal,0.018755255475274908,0
dos,normal,0.5628855731301406,0
r2l,normal,0.014066303694776015,0
normal,normal,0.26439006614791777,0
dos,dos,2.6044317086715787,0
dos,dos,2.7349166640056204,0
normal,normal,0.003933783378399715,0
dos,dos,2.7133018718270705,0
normal,normal,0.12243254912622313,0
normal,normal,0.0017387814226146802,0
r2l,normal,0.31083652720758387,0
probe,probe,0.22035842886521181,0
normal,normal,0.002312409789238667,0
normal,normal,0.08048336388222754,0
r2l,normal,0.3108365222913439,0
probe,ZERO-DAY,461.346446735946,1
normal,normal,0.0016732068139877385,0
r2l,normal,3.154105070664331,0
normal,normal,0.0015405110298445553,0
dos,normal,0.5751102880249522,0
normal,normal,0.0010539949820348499,0
r2l,normal,0.014066303694776015,0
normal,normal,0.06029113187161117,0
dos,normal,0.49347100614285894,0
normal,normal,0.0029843612674198866,0
r2l,normal,0.12243158823071061,0
normal,normal,0.0017020818343424235,0
dos,normal,0.009533178744849867,0
normal,normal,0.004460617410866365,0
probe,probe,0.5592959182723409,0
dos,dos,3.1125124512303657,0
probe,ZERO-DAY,463.8070534680526,1
normal,normal,0.01660659697594942,0
probe,ZERO-DAY,461.346446735946,1
normal,normal,0.0010440928779537327,0
normal,normal,0.004300577443436958,0
r2l,probe,0.1142910688434915,0
normal,normal,0.0022376998625421632,0
normal,normal,0.001026918620395387,0
normal,normal,0.0030380178141998274,0
normal,normal,0.0018254437747471913,0
normal,normal,0.0026389879470486363,0
dos,dos,0.17730537476846675,0
r2l,normal,0.014180305569510769,0
normal,normal,0.0018061518633598085,0
probe,probe,3.2178412969954526,0
dos,ZERO-DAY,460.27412593850016,1
dos,dos,2.352262970749683,0
normal,normal,0.0020829617914107927,0
probe,normal,0.5637110054967751,0
normal,normal,0.00259783823695679,0
normal,normal,0.0020959625423727394,0
r2l,normal,0.12384943253382419,0
normal,normal,0.0026690782908473155,0
normal,normal,0.01711256154936584,0
dos,dos,3.220222578600733,0
probe,ZERO-DAY,709.8139177409116,1
dos,probe,2.6348537623994805,0
dos,normal,4.392702570284374,0
dos,dos,1.4808481086848129,0
normal,normal,0.004374318214243965,0
dos,dos,1.8285527301613247,0
normal,normal,0.0016776700788315552,0
dos,dos,4.387706009090255,0
r2l,normal,0.12243158823071061,0
normal,normal,0.01650410126611919,0
probe,probe,2.9882145889863305,0
normal,normal,0.004339440444268418,0
r2l,normal,3.154104561153782,0
dos,normal,0.009533178744849867,0
r2l,normal,3.154105070664331,0
normal,normal,0.004341150284115186,0
normal,normal,0.003710683898405774,0
normal,normal,0.0017178535394500054,0
normal,normal,0.0038533838612139063,0
dos,dos,3.3797279155988806,0
normal,normal,0.002331219788861727,0
probe,probe,3.4511977662783337,0
probe,probe,0.5024336924865332,0
normal,normal,0.33175666167490947,0
dos,dos,1.0225867367806059,0
r2l,normal,0.16214807200895506,0
dos,normal,4.413033819984868,0
dos,dos,2.6646749020991742,0
normal,normal,0.7227827245924633,0
normal,normal,0.009737632125062717,0
dos,dos,1.4267116718634811,0
normal,normal,0.002516999154539692,0
normal,normal,0.0025888278643766975,0
dos,dos,0.00233198570606859,0
dos,normal,4.310444137008307,0
r2l,normal,3.154105070664331,0
normal,normal,0.0029237364737269224,0
dos,dos,11.969412244126064,0
normal,normal,0.019579980495849088,0
dos,dos,0.8909091359232818,0
normal,normal,0.0010149413959267164,0
probe,probe,4.917404493712021,0
normal,normal,0.002231871785640982,0
r2l,normal,0.31083652775753934,0
r2l,normal,3.154104557806835,0
normal,normal,0.0010451419108770336,0
dos,dos,2.5553724635443906,0
dos,dos,1.9764581527319063,0
r2l,normal,3.154104042651763,0
r2l,r2l,1.368271727598507,0
normal,normal,0.0026962335357421934,0
dos,dos,2.9260387948947764,0
normal,normal,0.013677906665248226,0
dos,dos,2.3317979486584353,0
normal,normal,0.009762549616601309,0
normal,normal,0.001430059498972274,0
normal,normal,0.0028932223910810187,0
r2l,probe,0.1142910838774915,0
normal,normal,0.0010591283547562568,0
dos,dos,3.103673469284674,0
normal,normal,0.001109726898861141,0
r2l,normal,3.154105070664331,0
probe,normal,1.649762729733852,0
normal,normal,0.0028917441268142535,0
normal,normal,0.01046471865403497,0
dos,dos,0.0025509794831951853,0
normal,normal,0.0017046128686073409,0
r2l,normal,3.154105070664331,0
normal,normal,0.004298864249156127,0
normal,normal,1.8865752685922983,0
normal,normal,0.002669903146092169,0
normal,normal,0.02457974714805418,0
r2l,normal,0.12386667448755696,0
dos,dos,2.784160932928435,0
normal,probe,0.47333970461286423,0
normal,normal,0.0017874792073007736,0
normal,normal,0.001872757464464654,0
normal,normal,0.011961802668554308,0
dos,probe,2.838624254165889,0
r2l,normal,0.12384965006301864,0
normal,normal,0.02458336652949468,0
normal,normal,0.00109346391074733,0
r2l,normal,0.12385795043711555,0
normal,normal,0.0014985159412366665,0
normal,normal,0.01956767735065976,0
dos,dos,1.3524941350404467,0
r2l,normal,0.011963805019981026,0
dos,dos,1.6096565216982306,0
r2l,normal,3.154114853753505,0
dos,dos,2.390954927704629,0
normal,normal,0.004274264586305101,0
normal,normal,0.011958273875086975,0
r2l,normal,3.154105070664331,0
r2l,normal,0.3108365350614159,0
r2l,normal,3.154104929667165,0
dos,dos,0.43472535880195307,0
dos,dos,3.4578620944039904,0
normal,normal,0.0012961029706920083,0
dos,dos,1.8165197348098816,0
normal,normal,0.002875168656069901,0
normal,probe,0.4662842501592717,0
dos,dos,4.4711579260490915,0
dos,normal,4.424408894782974,0
normal,normal,0.0016956753771113994,0
dos,dos,1.4573654376902399,0
normal,normal,0.0018205338495851714,0
normal,probe,0.3318336400017767,0
dos,dos,0.00432943331898963,0
normal,normal,0.0012272374436682228,0
r2l,normal,3.1541050751949764,0
dos,dos,2.2933844133158323,0
normal,normal,0.0020848115615450247,0
dos,dos,0.0043294275337738665,0
probe,probe,3.511070338277159,0
dos,dos,1.492509652762382,0
normal,normal,0.013758835722832012,0
dos,dos,3.2387264136924436,0
normal,normal,0.009737582354489958,0
normal,normal,0.001334915743381778,0
r2l,normal,3.15410457083196,0
probe,ZERO-DAY,128.26298750202312,1
normal,normal,0.0018661672493022064,0
dos,dos,1.1209924998695164,0
normal,normal,0.0026116499940041873,0
probe,probe,11.657275065735327,0
dos,dos,2.7911312498187044,0
probe,probe,0.4792973403372793,0
normal,normal,0.008425144041502219,0
normal,normal,2.23795108686241,0
normal,normal,0.0018640713269357442,0
normal,normal,0.0027177379092226763,0
u2r,normal,0.12247913041795429,0
normal,normal,0.0020853249382175765,0
dos,dos,3.3232122815085234,0
normal,normal,0.1401640666899029,0
normal,normal,0.011945652643391333,0
normal,normal,0.0026462469757335817,0
dos,normal,10.112914985523693,0
dos,dos,2.227204885249929,0
normal,normal,0.016124910237752303,0
dos,dos,0.18189366519916172,0
normal,normal,0.003076413155399729,0
dos,dos,2.7530233442636685,0
normal,normal,0.016991337415039123,0
normal,normal,0.01224376289318013,0
r2l,normal,3.1541050515227305,0
normal,normal,0.024742544372501053,0
normal,normal,0.2497189569995263,0
normal,normal,0.003697362410591747,0
dos,normal,4.309202776811268,0
dos,dos,6.845463154318698,0
dos,dos,2.8895301783621146,0
normal,normal,0.011401864126224162,0
dos,dos,1.3523736539878441,0
normal,normal,0.012534430174826987,0
dos,normal,5.433532141854729,0
dos,dos,3.334958630516122,0
r2l,normal,3.1541050751949764,0
normal,normal,0.002346237529222662,0
probe,ZERO-DAY,464.5391073033963,1
r2l,normal,0.3108365101359531,0
probe,probe,5.065589962624796,0
u2r,probe,1.0815430849478724,0
normal,normal,0.0010757927752311418,0
r2l,normal,0.31083649595825136,0
r2l,normal,0.014066303694776015,0
normal,dos,0.09478461708191856,0
normal,normal,0.017015706096508963,0
dos,dos,1.3671785781157817,0
normal,normal,0.009737510424725605,0
dos,dos,3.0102444630051806,0
r2l,normal,0.12243158823071061,0
normal,normal,0.0017053229169835813,0
normal,normal,0.012187300152244914,0
dos,dos,2.6492481251774933,0
probe,dos,0.8252977765094985,0
normal,normal,0.0028753784361327437,0
r2l,normal,0.011854007912426094,0
r2l,probe,0.11441762558674103,0
normal,normal,0.004079853102005123,0
normal,normal,0.11227759381687784,0
normal,normal,0.02057357774927293,0
dos,dos,1.4180537936875683,0
normal,normal,0.0035486580316606256,0
dos,normal,0.4849622976039593,0
r2l,probe,0.11451937326801002,0
normal,normal,0.002887758947575359,0
dos,dos,4.471079145412613,0
normal,normal,0.0024242418334259118,0
dos,dos,0.18422563074601497,0
dos,dos,2.3100084844617457,0
r2l,normal,0.014180305569510769,0
normal,normal,0.002962201597334832,0
probe,ZERO-DAY,464.56672243181407,1
normal,normal,0.02457688303362748,0
dos,dos,1.4755630729505187,0
dos,dos,2.1043527910303275,0
u2r,normal,0.2495133402004658,0
dos,dos,2.74818215634002,0
normal,normal,0.011963523203611286,0
dos,normal,0.4805634695618479,0
probe,probe,0.5090465221929668,0
normal,normal,0.011805785711379935,0
probe,normal,9.637899040270256,0
normal,normal,0.0024708864886196905,0
r2l,normal,3.154105070664331,0
probe,probe,0.22035842886521181,0
normal,normal,0.016857952020120925,0
r2l,normal,0.011963783397874636,0
dos,normal,0.00962146987003637,0
normal,probe,0.6206110932208442,0
r2l,normal,0.12385794559270125,0
dos,dos,0.4742018529607439,0
dos,dos,0.004149317817337675,0
r2l,normal,3.1541047980319026,0
normal,normal,0.0038964383614638696,0
normal,normal,0.0010138271929464426,0
normal,normal,2.227458016030291,0
normal,normal,0.0017524429172142335,0
dos,dos,2.8231378185249416,0
r2l,r2l,1.3682728049110373,0
normal,normal,0.00354291696753225,0
probe,probe,0.7351806779754203,0
r2l,normal,3.15410457083196,0
r2l,normal,0.23580574093924314,0
normal,normal,0.0027690482327036863,0
normal,normal,0.002619414404822358,0
normal,normal,2.2309455515571934,0
probe,probe,3.2892084585021153,0
dos,dos,2.239821519900881,0
normal,normal,0.0030470936129275076,0
r2l,probe,0.11434152960717885,0
normal,normal,0.0011922406538794272,0
normal,normal,2.23795108686241,0
dos,dos,0.20975653411249864,0
dos,probe,2.831446557669713,0
normal,normal,0.001066662029166752,0
dos,normal,5.433532141854729,0
normal,normal,0.0016623906594590893,0
normal,normal,0.014204136310505324,0
r2l,normal,0.12243176825644199,0
normal,normal,0.007269902399254788,0
probe,normal,0.4293117209124377,0
dos,dos,2.606908089740194,0
dos,dos,2.9931254991580674,0
normal,normal,0.006648020663555499,0
r2l,normal,3.154104796358375,0
dos,dos,0.002002624687138427,0
dos,dos,1.3853135254288924,0
normal,normal,0.001049138207153848,0
normal,normal,0.0013634791767402697,0
dos,dos,4.153618233631282,0
dos,normal,4.447867681353693,0
normal,normal,0.005666082829075413,0
dos,normal,0.47847815053036974,0
normal,normal,0.0010780065452339986,0
r2l,normal,0.3108365350614159,0
dos,dos,11.881498296382107,0
dos,dos,2.350407902634222,0
dos,dos,1.8795550792594737,0
dos,dos,11.881397683076203,0
probe,probe,0.5024336924865332,0
dos,dos,3.9804662699325655,0
dos,dos,1.8401333880776802,0
normal,normal,0.009737621015422955,0
dos,dos,1.8165197348098816,0
normal,normal,0.0012720766108634638,0
dos,dos,2.209872509486979,0
r2l,normal,0.12384927054711799,0
normal,normal,0.002337040920912412,0
dos,dos,0.0027421374248434104,0
normal,normal,0.011852976898782416,0
normal,normal,0.0023858829129302507,0
dos,dos,2.804094599995718,0
normal,normal,0.0032866326113529555,0
normal,normal,0.0029242577183445947,0
normal,normal,0.023898251287808103,0
r2l,normal,0.12385794559270125,0
normal,normal,0.11429530648995427,0
normal,normal,0.011836611602018973,0
r2l,normal,0.12385794081549818,0
dos,normal,0.4740401388129642,0
dos,normal,0.33869444400395743,0
normal,normal,0.002905506411718398,0
r2l,normal,0.3108365222913439,0
dos,dos,1.3597779368764542,0
dos,dos,2.4753798227382147,0
dos,normal,0.5619634144874197,0
u2r,normal,0.6468511281601298,0
dos,normal,0.5628855731301406,0
normal,normal,0.0011003426355742875,0
normal,normal,0.001058823226260912,0
normal,normal,0.001259473981970378,0
r2l,normal,0.11427056891657916,0
normal,normal,0.06050708436529101,0
probe,probe,5.883742480117363,0
normal,normal,0.0026599479312287007,0
normal,normal,0.0012473405294024405,0
dos,dos,2.2609202623126055,0
r2l,normal,0.12384941329104764,0
probe,dos,3.8517036419556554,0
normal,normal,0.00224710035749986,0
r2l,normal,0.3108365222913439,0
normal,normal,0.0028548204915960535,0
dos,dos,1.3225184353496189,0
dos,dos,4.3113898321694295,0
dos,dos,3.499946251224747,0
r2l,normal,3.1541047980319026,0
normal,normal,0.0016600058718841623,0
probe,ZERO-DAY,461.65198718942764,1
dos,normal,0.4317875016394927,0
normal,normal,0.001511546854140354,0
dos,dos,2.343201021007514,0
normal,normal,0.0041068937728619545,0
dos,dos,2.027122293328167,0
dos,dos,2.8363676119475674,0
normal,normal,17.350544151070725,0
normal,normal,0.0017691598831559346,0
normal,normal,0.0055205220535510385,0
normal,normal,0.002608881941019502,0
probe,probe,4.156332591369327,0
normal,normal,0.001508653753820946,0
r2l,normal,3.154114853753505,0
normal,normal,0.012377774172665631,0
r2l,normal,0.011854016292681244,0
probe,probe,3.4511977662783337,0
dos,dos,3.324032195984786,0
probe,normal,0.2782288141806916,0
normal,normal,0.0026610797658976632,0
normal,normal,0.0023008563535495603,0
normal,normal,0.01925876077150482,0
r2l,normal,0.11425188511571195,0
dos,normal,4.5002252161969345,0
dos,dos,1.374095979616863,0
normal,normal,0.011847076199259817,0
normal,normal,0.016726048491262375,0
r2l,normal,3.1541040460005028,0
dos,dos,1.008008126198384,0
dos,dos,2.214831844207706,0
normal,normal,0.0038775981731049534,0
r2l,normal,0.12243158823071061,0
normal,normal,0.009737868931987642,0
normal,normal,0.003808603179648378,0
dos,normal,5.433532141854729,0
r2l,probe,0.1143415287729368,0
dos,dos,11.881397683076203,0
normal,normal,1.5859663074015158,0
normal,normal,0.0018566334667030613,0
dos,dos,2.34724934589047,0
r2l,normal,0.3108365222913439,0
normal,normal,0.002886511280580426,0
r2l,normal,0.11427050035018688,0
dos,dos,1.7869928978327596,0
r2l,normal,0.011963805019981026,0
normal,normal,0.0016018556478986153,0
dos,normal,0.024583417643070034,0
normal,normal,0.08048336388222754,0
normal,normal,0.0027037813417408203,0
dos,dos,2.6545247772225813,0
dos,normal,0.5624243769273457,0
dos,dos,1.1150522707418276,0
r2l,normal,0.07498765826932506,0
normal,normal,0.0032069847626620077,0
r2l,normal,0.31083649939284264,0
dos,dos,2.81001930416719,0
dos,dos,0.0025860974683859753,0
normal,normal,0.002128884224183228,0
normal,normal,0.010212454427871562,0
dos,dos,2.587594026775052,0
r2l,probe,0.11434155088317728,0
normal,normal,0.0020836170162864616,0
dos,dos,2.1940232706453457,0
dos,dos,2.38036854267847,0
normal,normal,0.09876899506230759,0
dos,dos,0.0021315524392034593,0
normal,normal,0.001917022856166707,0
r2l,normal,3.154104929667165,0
normal,normal,0.0025415655190216724,0
dos,normal,0.4910250536564045,0
normal,normal,0.009737579721633508,0
dos,dos,2.8186705900533333,0
dos,dos,1.4841822675570382,0
dos,dos,20.494356935107277,0
normal,normal,0.001606757832120341,0
normal,normal,0.0013974319377472483,0
dos,dos,2.437936051793986,0
dos,dos,3.01087847164278,0
probe,probe,4.4717771958004535,0
r2l,normal,3.154104802035023,0
normal,normal,0.016460315996386154,0
normal,normal,0.002378343837346206,0
probe,probe,0.7156661149260096,0
dos,normal,4.464927661672859,0
normal,normal,0.002611042846560095,0
r2l,probe,0.11434149642301834,0
dos,dos,0.7255616613938095,0
normal,normal,0.0016730112925130139,0
normal,normal,0.0020329959013780595,0
normal,normal,0.0013725561601840037,0
probe,probe,3.182790556064518,0
normal,normal,0.0017859946733477378,0
u2r,normal,0.6468510775219022,0
dos,dos,11.881498296382107,0
r2l,normal,0.12385813305807676,0
probe,probe,3.7570109447659994,0
probe,normal,9.449859001344164,0
dos,dos,3.32891180926631,0
normal,normal,0.0015436537344662635,0
normal,normal,0.008896749992994387,0
dos,dos,3.423123028385595,0
dos,dos,2.431298951897188,0
normal,normal,0.0018634928401352138,0
normal,normal,0.0023412138965773314,0
normal,normal,0.01172179571942505,0
dos,normal,5.433532141854729,0
probe,normal,1.4283275718874175,0
normal,normal,0.0013909457938035515,0
normal,normal,0.11429529165242869,0
normal,normal,0.002945105057966148,0
probe,normal,1.6409230584404588,0
dos,normal,4.310032182462574,0
r2l,normal,0.12243164428558574,0
dos,dos,2.865972273147668,0
